,user,numeros,comentarios,data
3386,marcos_ruzza,24,"vou esperar todo mundo comentar e no dia 24 venho aqui e faço a média dos valores comentados, dai comento o meu ""palpite"", vamos colocar a prova essa ""Sabedoria das multidões"" 🤣🤣🤣😪😪",2023-03-23T22:39:16.000Z
3387,thiago6026,1592,1592,2023-03-23T22:39:19.000Z
3388,lallamotta4,540,540,2023-03-23T22:39:24.000Z
3389,vinizito_,241,241,2023-03-23T22:39:25.000Z
3390,lucianotortelli,229,229,2023-03-23T22:39:37.000Z
3391,livrorueiro,300,300,2023-03-23T22:39:47.000Z
3392,gzornitta,405,405,2023-03-23T22:39:49.000Z
3393,leandrorondini,750,750,2023-03-23T22:39:53.000Z
3394,darllinlacheski,750,750,2023-03-23T22:39:53.000Z
3395,gah_coura,379,379,2023-03-23T22:39:57.000Z
3396,adaildocostta,450,450,2023-03-23T22:40:03.000Z
3397,zeducoite,346,346,2023-03-23T22:40:06.000Z
3398,paulojottaz,387,387,2023-03-23T22:40:06.000Z
3399,bazzitoni,280,280,2023-03-23T22:40:12.000Z
3400,pablobaptista1,250,250 🙌,2023-03-23T22:40:12.000Z
3401,rafaelrodriguesmkt95,414,414,2023-03-23T22:40:13.000Z
3402,lima_andrade36,157,157,2023-03-23T22:40:19.000Z
3403,eduardoempadao,530,530,2023-03-23T22:40:23.000Z
3404,leandrorondini,750,750,2023-03-23T22:40:30.000Z
3405,vitorasx,403,403,2023-03-23T22:40:31.000Z
3406,nicollearaujo,396,396,2023-03-23T22:40:32.000Z
3407,willkuster.nutri,492,492,2023-03-23T22:40:33.000Z
3408,dom.joaocunha,209,209,2023-03-23T22:40:35.000Z
3409,paulo_bruno,636,636,2023-03-23T22:40:40.000Z
3410,_adriano_0,367,367,2023-03-23T22:40:49.000Z
3411,debora_c.anhaia,670,Recalculando...670!,2023-03-23T22:40:51.000Z
3412,edittmarjr,600,600 confetes,2023-03-23T22:40:59.000Z
3413,_emer.araujo,138,138 confetes,2023-03-23T22:41:04.000Z
3414,taycerqueira,326,326,2023-03-23T22:41:06.000Z
3415,muriloteixeira,435,435,2023-03-23T22:41:07.000Z
3416,tchukland,399,399,2023-03-23T22:41:12.000Z
3417,alanvinicius.fm,231,231,2023-03-23T22:41:12.000Z
3418,bruno_cbc87,187,187,2023-03-23T22:41:32.000Z
3419,nacleyton,450,450,2023-03-23T22:41:33.000Z
3420,jack._.sds,345,345,2023-03-23T22:41:33.000Z
3421,flavio_ricieri,457,457,2023-03-23T22:41:34.000Z
3422,andersonhernandesoficial,422,422,2023-03-23T22:41:44.000Z
3423,p.mmendes,278,278,2023-03-23T22:41:51.000Z
3424,augusto_arenas,876,876 😂,2023-03-23T22:41:54.000Z
3425,witorz,431,431,2023-03-23T22:41:59.000Z
3426,kau.magno,225,225,2023-03-23T22:42:03.000Z
3427,au.s.caye,378,378,2023-03-23T22:42:05.000Z
3428,tonyrmcoutinho,432,432 bolinhas,2023-03-23T22:42:11.000Z
3429,henrique_padilha_petrs,923,923,2023-03-23T22:42:13.000Z
3430,victor.s1004,540,540 😂,2023-03-23T22:42:14.000Z
3431,rafael_sapata,400,400,2023-03-23T22:42:15.000Z
3432,mayler2000,264,Meu chute é de 264 😂,2023-03-23T22:42:16.000Z
3433,o.gugelmin,453,453 mms,2023-03-23T22:42:22.000Z
3434,guicoutinho01,187,187,2023-03-23T22:42:22.000Z
3435,matheusmontes_,338,338,2023-03-23T22:42:25.000Z
3436,khalif.gomes,360,360,2023-03-23T22:42:25.000Z
3437,wallace_0451,236,236,2023-03-23T22:42:26.000Z
3438,inaciodalbuquerque,512,512,2023-03-23T22:42:28.000Z
3439,kauan_rezende11,199,199,2023-03-23T22:42:31.000Z
3440,khalif.gomes,394,394,2023-03-23T22:42:32.000Z
3441,matheus.barboza,471,471,2023-03-23T22:42:34.000Z
3442,khalif.gomes,370,370,2023-03-23T22:42:35.000Z
3443,guilhermessegato,458,458,2023-03-23T22:42:36.000Z
3444,jotaoduarte,258,258,2023-03-23T22:42:36.000Z
3445,jefersoncardinot,489,489,2023-03-23T22:42:37.000Z
3446,liviamariasouza,212,212,2023-03-23T22:42:40.000Z
3447,andresob,248,248,2023-03-23T22:42:41.000Z
3448,khalif.gomes,385,385,2023-03-23T22:42:41.000Z
3449,_daveoliveira,517,517,2023-03-23T22:42:41.000Z
3450,helinaldo05,500,500,2023-03-23T22:42:42.000Z
3451,joaobmourajr,177,177,2023-03-23T22:42:42.000Z
3452,khalif.gomes,386,386,2023-03-23T22:42:44.000Z
3453,biabourguy,200,200,2023-03-23T22:42:45.000Z
3454,leonardo.m.moreira,230,230,2023-03-23T22:42:50.000Z
3455,ca.mathias,417,417,2023-03-23T22:42:52.000Z
3456,gustvo.cavalcante,206,206,2023-03-23T22:43:00.000Z
3457,fhernandomeireles,510,510,2023-03-23T22:43:01.000Z
3458,_thais_goncalves,426,426,2023-03-23T22:43:06.000Z
3459,pvicto.r,193,193,2023-03-23T22:43:09.000Z
3460,don_palacio,132,132,2023-03-23T22:43:14.000Z
3461,jairoszz,582,582🧢,2023-03-23T22:43:15.000Z
3462,felipybotega,443,443,2023-03-23T22:43:16.000Z
3463,viniciusramosc,347,347,2023-03-23T22:43:22.000Z
3464,brunowestphal0,285,285,2023-03-23T22:43:22.000Z
3465,khalif.gomes,373,373,2023-03-23T22:43:24.000Z
3466,reinaldont,504,504,2023-03-23T22:43:24.000Z
3467,oa_zevedo,307,307,2023-03-23T22:43:25.000Z
3468,khalif.gomes,381,381,2023-03-23T22:43:27.000Z
3469,gabrielporttela,315,315,2023-03-23T22:43:27.000Z
3470,fabio_savini01,400,400 unidades,2023-03-23T22:43:35.000Z
3471,joaogabrielga,147,147,2023-03-23T22:43:35.000Z
3472,abner_matheusz,189,189,2023-03-23T22:43:38.000Z
3473,isabellaribeiro._,222,222,2023-03-23T22:43:39.000Z
3474,henriqueoliver93,150,150,2023-03-23T22:43:41.000Z
3475,rogeriowsn,527,527,2023-03-23T22:43:43.000Z
3476,dennismessias,289,289,2023-03-23T22:43:45.000Z
3477,juantvieira,287,287,2023-03-23T22:43:45.000Z
3478,felipenogpio,123,123,2023-03-23T22:43:46.000Z
3479,hudysonrodrigues,232,232,2023-03-23T22:43:49.000Z
3480,bruno_fe.souza,540,540,2023-03-23T22:43:50.000Z
3481,thomaslves,366,366,2023-03-23T22:43:51.000Z
3482,oa_zevedo,263,263,2023-03-23T22:43:51.000Z
3483,daniloteixeirasantos,548,548,2023-03-23T22:43:53.000Z
3484,memyself_luiz,300,300,2023-03-23T22:43:55.000Z
3485,victor_fae,195,195,2023-03-23T22:43:56.000Z
3486,jfilho.eng,330,330,2023-03-23T22:43:59.000Z
3487,matheusaportoo,247,247,2023-03-23T22:44:01.000Z
3488,victor.sarmento1,196,196,2023-03-23T22:44:02.000Z
3489,andrewseixs,480,480,2023-03-23T22:44:09.000Z
3490,rafael.qb,240,240,2023-03-23T22:44:13.000Z
3491,diegoreginatto1,197,197,2023-03-23T22:44:17.000Z
3492,delanofilho,237,237,2023-03-23T22:44:24.000Z
3493,wellingtonteodorak,540,540,2023-03-23T22:44:30.000Z
3494,davi__escobar,432,432,2023-03-23T22:44:51.000Z
3495,luisgustavo_lgfa,176,176,2023-03-23T22:44:52.000Z
3496,eduu.lopes,587,587 M&M's 🙏,2023-03-23T22:44:54.000Z
3497,danillo.jr,455,455,2023-03-23T22:44:54.000Z
3498,mario_netooo,650,650,2023-03-23T22:45:00.000Z
3499,danreategue,520,520,2023-03-23T22:45:04.000Z
3500,leosmagalhaes,594,594,2023-03-23T22:45:10.000Z
3501,peumalma,319,319,2023-03-23T22:45:15.000Z
3502,mayronsony,348,348,2023-03-23T22:45:18.000Z
3503,tiagodiogoss,300,300,2023-03-23T22:45:23.000Z
3504,guicstefani,193,193,2023-03-23T22:45:24.000Z
3505,arquisofiaconde,435,435,2023-03-23T22:45:29.000Z
3506,guilherme.martini,612,612,2023-03-23T22:45:31.000Z
3507,adv.viniciusvieira,658,658,2023-03-23T22:45:33.000Z
3508,lucasmartins.98,421,421,2023-03-23T22:45:39.000Z
3509,jel_leonardo,289,289,2023-03-23T22:45:39.000Z
3510,boa.viagem.turismo,233,233,2023-03-23T22:45:41.000Z
3511,rodrigoamainardi,355,355,2023-03-23T22:45:41.000Z
3512,douglascarvalho.g,450,450,2023-03-23T22:45:46.000Z
3513,marcossoci,978,978,2023-03-23T22:45:50.000Z
3514,andreva000,737,737,2023-03-23T22:45:52.000Z
3515,pedro_augusto_perne,236,236,2023-03-23T22:45:53.000Z
3516,pacotorras,256,256,2023-03-23T22:45:55.000Z
3517,luciano.greis,120,120,2023-03-23T22:45:56.000Z
3518,bielcanuto1,100,100,2023-03-23T22:45:59.000Z
3519,mazitaaa,286,286 unidades de M&M'S,2023-03-23T22:46:00.000Z
3520,dudu_silvacruz,612,612,2023-03-23T22:46:08.000Z
3521,danlimar,234,234 pode confiar,2023-03-23T22:46:10.000Z
3522,victor_almeida_138,250,250,2023-03-23T22:46:12.000Z
3523,jpssantiago_,236,236,2023-03-23T22:46:22.000Z
3524,hugocavalari.mkt,400,400,2023-03-23T22:46:26.000Z
3525,nevilleoliveira,629,629,2023-03-23T22:46:31.000Z
3526,hcirne,518,518,2023-03-23T22:46:35.000Z
3527,matheussouza16,326,326,2023-03-23T22:46:47.000Z
3528,celsoalcanttara,684,684,2023-03-23T22:47:02.000Z
3529,valldeilson,432,432 !! 🔥,2023-03-23T22:47:05.000Z
3530,ramon_cruzz,256,256,2023-03-23T22:47:16.000Z
3531,rox.jow,633,633,2023-03-23T22:47:16.000Z
3532,gissellepandini,357,357,2023-03-23T22:47:18.000Z
3533,stefanbraitti,305,305,2023-03-23T22:47:26.000Z
3534,lucs_komesu,450,450,2023-03-23T22:47:29.000Z
3535,marcelo_fonseca_mf,386,386 🔥,2023-03-23T22:47:29.000Z
3536,fernando_hsantiago,450,450,2023-03-23T22:47:30.000Z
3537,leuzix,423,423,2023-03-23T22:47:30.000Z
3538,eumarialuizacruz,410,410,2023-03-23T22:47:34.000Z
3539,giofilipini,866,866,2023-03-23T22:47:34.000Z
3540,cassio.rabelo,378,378,2023-03-23T22:47:41.000Z
3541,fernando_lmatos,400,400,2023-03-23T22:47:43.000Z
3542,edevalrodrigues,468,468,2023-03-23T22:47:48.000Z
3543,andrealtavilla,616,616,2023-03-23T22:47:49.000Z
3544,angelkikuta,512,512,2023-03-23T22:47:53.000Z
3545,wavedudu,601,601,2023-03-23T22:47:55.000Z
3546,tarcisio_alves,734,Tem 734,2023-03-23T22:47:57.000Z
3547,cadulex,379,379,2023-03-23T22:47:58.000Z
3548,muzonta,327,327,2023-03-23T22:48:11.000Z
3549,guifandrade1,360,360,2023-03-23T22:48:18.000Z
3550,treinador.lucasm,480,480🔥,2023-03-23T22:48:26.000Z
3551,priscila.citara,450,Priscilah  tem 450,2023-03-23T22:48:28.000Z
3552,andr3luiiz_,650,650,2023-03-23T22:48:28.000Z
3553,gisellesan_,921,921,2023-03-23T22:48:31.000Z
3554,_bizollo,386,386,2023-03-23T22:48:33.000Z
3555,r_weeckelson,456,456,2023-03-23T22:48:35.000Z
3556,ricardo_nicodem,274,274,2023-03-23T22:48:41.000Z
3557,sandroacarvalho,544,544 confeitos M&M.,2023-03-23T22:48:45.000Z
3558,eubrunopinto,539,539,2023-03-23T22:49:05.000Z
3559,paullo_sergioo,248,248,2023-03-23T22:49:08.000Z
3560,cristian_oliver_l,426,426,2023-03-23T22:49:10.000Z
3561,rochaagabriel_,254,254,2023-03-23T22:49:12.000Z
3562,llucasilveira,500,500,2023-03-23T22:49:13.000Z
3563,lanafinancas,583,583,2023-03-23T22:49:16.000Z
3564,danielpdeoliveira,276,276🔥,2023-03-23T22:49:18.000Z
3565,fabiogomesfelix,634,634,2023-03-23T22:49:21.000Z
3566,shigakimarcia,248,248,2023-03-23T22:49:26.000Z
3567,davicarlos_ss,218,218,2023-03-23T22:49:32.000Z
3568,sl4ureano,298,298,2023-03-23T22:49:43.000Z
3569,mac.ksonn,315,315,2023-03-23T22:49:49.000Z
3570,josemachavajr,864,864,2023-03-23T22:49:49.000Z
3571,gustavo_bou,389,389,2023-03-23T22:49:50.000Z
3572,lanafinancas,1125,1125,2023-03-23T22:49:53.000Z
3573,ggbunselmeyer,516,516,2023-03-23T22:50:02.000Z
3574,rodrigosouzaczsofc,189,189,2023-03-23T22:50:04.000Z
3575,palupedro,334,334,2023-03-23T22:50:13.000Z
3576,felipehamadaa,322,322 confetes,2023-03-23T22:50:22.000Z
3577,joaovitor.evg,163,163,2023-03-23T22:50:24.000Z
3578,klevinpereirajj,423,423,2023-03-23T22:50:56.000Z
3579,klausbalzano,432,"432, confia",2023-03-23T22:50:56.000Z
3580,1996_dantas_,510,510,2023-03-23T22:51:02.000Z
3581,marcielibs,332,332,2023-03-23T22:51:11.000Z
3582,rondineli.ex,247,247,2023-03-23T22:51:12.000Z
3583,estaciosl,322,322,2023-03-23T22:51:18.000Z
3584,joaovitor.2909,414,414,2023-03-23T22:51:28.000Z
3585,luann.miranda,314,314,2023-03-23T22:51:33.000Z
3586,fastovsky2,227,227,2023-03-23T22:51:34.000Z
3587,dane_machado,306,306,2023-03-23T22:51:36.000Z
3588,enricomannocci,235,Tem 235,2023-03-23T22:51:36.000Z
3589,luann.miranda,297,297,2023-03-23T22:51:36.000Z
3590,lucassalgadojj,250,250,2023-03-23T22:51:39.000Z
3591,rafael.costa._,813,813,2023-03-23T22:51:40.000Z
3592,damyanni,432,432,2023-03-23T22:51:41.000Z
3593,rvdiniz__,245,245 confetes !!!,2023-03-23T22:51:43.000Z
3594,luann.miranda,189,189,2023-03-23T22:51:44.000Z
3595,gh.10,465,465,2023-03-23T22:51:49.000Z
3596,luann.miranda,418,418,2023-03-23T22:51:53.000Z
3597,willy_fontenelle,188,188,2023-03-23T22:51:54.000Z
3598,luann.miranda,365,365,2023-03-23T22:51:58.000Z
3599,thomazbeyrodt,405,405,2023-03-23T22:52:01.000Z
3600,luann.miranda,369,369,2023-03-23T22:52:02.000Z
3601,marcodaniel_7,422,422,2023-03-23T22:52:05.000Z
3602,aleriedel,438,438,2023-03-23T22:52:05.000Z
3603,isaac_sanctus,122,122,2023-03-23T22:52:06.000Z
3604,luann.miranda,407,407,2023-03-23T22:52:09.000Z
3605,adrianogasparoti,857,857,2023-03-23T22:52:13.000Z
3606,yuukismiura,284,284,2023-03-23T22:52:13.000Z
3607,raysbezerra,535,535,2023-03-23T22:52:19.000Z
3608,luann.miranda,263,263,2023-03-23T22:52:19.000Z
3609,vanessa.palay.alves,200,200,2023-03-23T22:52:23.000Z
3610,luann.miranda,197,197,2023-03-23T22:52:23.000Z
3611,franciscomajr,223,223,2023-03-23T22:52:25.000Z
3612,ead81,295,295,2023-03-23T22:52:27.000Z
3613,vinicius.raso,423,423,2023-03-23T22:52:29.000Z
3614,luann.miranda,549,549,2023-03-23T22:52:30.000Z
3615,joaoferminguez,238,238,2023-03-23T22:52:32.000Z
3616,luann.miranda,499,499,2023-03-23T22:52:33.000Z
3617,luann.miranda,399,399,2023-03-23T22:52:36.000Z
3618,xavier.joaohenrique,665,665,2023-03-23T22:52:38.000Z
3619,luann.miranda,368,368,2023-03-23T22:52:38.000Z
3620,luann.miranda,476,476,2023-03-23T22:52:41.000Z
3621,carloshenri.e,840,840.,2023-03-23T22:52:42.000Z
3622,vinicius_salta,362,362 confetes,2023-03-23T22:52:42.000Z
3623,luann.miranda,388,388,2023-03-23T22:52:46.000Z
3624,gusttavo_moraiss,450,450,2023-03-23T22:52:48.000Z
3625,amandamkozlowski,540,540,2023-03-23T22:52:53.000Z
3626,andregorgen,189,189,2023-03-23T22:52:58.000Z
3627,evebr14,450,450,2023-03-23T22:53:06.000Z
3628,carloshenri.e,300,300.,2023-03-23T22:53:21.000Z
3629,matheuspauloofc,412,412,2023-03-23T22:53:22.000Z
3630,josevictor.ol,310,310,2023-03-23T22:53:27.000Z
3631,shelby21m_,300,300,2023-03-23T22:53:28.000Z
3632,joaov.maximo,215,215,2023-03-23T22:53:29.000Z
3633,michel_cardos0,234,234,2023-03-23T22:53:33.000Z
3634,tomu_51162,380,380,2023-03-23T22:53:35.000Z
3635,pallomacarvalho,528,528,2023-03-23T22:53:35.000Z
3636,nelo__miranda,911,911,2023-03-23T22:53:39.000Z
3637,joaov.maximo,200,200,2023-03-23T22:53:41.000Z
3638,joaov.maximo,210,210,2023-03-23T22:53:43.000Z
3639,bruna_quimica,425,425,2023-03-23T22:53:44.000Z
3640,joaov.maximo,213,213,2023-03-23T22:53:48.000Z
3641,aluiziovneto,237,237,2023-03-23T22:53:52.000Z
3642,antoniomarcosp1,420,420,2023-03-23T22:53:54.000Z
3643,joaov.maximo,260,260,2023-03-23T22:53:55.000Z
3644,joaov.maximo,268,268,2023-03-23T22:53:57.000Z
3645,joaov.maximo,235,235,2023-03-23T22:54:00.000Z
3646,miguel_melomoura,183,183,2023-03-23T22:54:11.000Z
3647,antunes109,362,362,2023-03-23T22:54:14.000Z
3648,lulalpha,430,430,2023-03-23T22:54:18.000Z
3649,construtora_anex,532,532,2023-03-23T22:54:21.000Z
3650,emilioleao,343,343,2023-03-23T22:54:31.000Z
3651,mrleonisaac,185,185,2023-03-23T22:54:35.000Z
3652,cleitonluiz,198,198,2023-03-23T22:54:35.000Z
3653,acaciovidalbr,316,316,2023-03-23T22:54:39.000Z
3654,guialvesduarte,468,468 (depois mostro a conta que fiz 🤫),2023-03-23T22:54:43.000Z
3655,kelvinsouza82,935,935,2023-03-23T22:54:49.000Z
3656,eu.jorgemelo,450,450,2023-03-23T22:54:54.000Z
3657,vbatistela,597,597,2023-03-23T22:54:58.000Z
3658,tbrilhantet,384,384,2023-03-23T22:55:09.000Z
3659,eulucaspedroabreu,448,448 💪,2023-03-23T22:55:22.000Z
3660,tha_emilio,326,326,2023-03-23T22:55:34.000Z
3661,mfranco_amim,250,250 mm's,2023-03-23T22:55:37.000Z
3662,alkminsta,583,583,2023-03-23T22:55:51.000Z
3663,fernandovrlinhares,198,198,2023-03-23T22:55:57.000Z
3664,thalesrmoraes,250,250,2023-03-23T22:56:06.000Z
3665,iamklivia,216,216 🔥,2023-03-23T22:56:07.000Z
3666,iowannesjesus_94,420,420,2023-03-23T22:56:10.000Z
3667,renaanbrga08,267,267,2023-03-23T22:56:15.000Z
3668,luizguilhermess,407,407,2023-03-23T22:56:16.000Z
3669,guis.silvx,198,198,2023-03-23T22:56:22.000Z
3670,brunafragelli,234,234,2023-03-23T22:56:27.000Z
3671,omagdielrocha,328,328,2023-03-23T22:56:38.000Z
3672,saulobelfort1,525,525,2023-03-23T22:56:55.000Z
3673,thiagosoarescastro,540,540,2023-03-23T22:56:57.000Z
3674,fernandogenaro1,323,323,2023-03-23T22:57:04.000Z
3675,sendra_sena,486,486,2023-03-23T22:57:05.000Z
3676,mateusnv7,750,750,2023-03-23T22:57:15.000Z
3677,n_ohanes,432,432,2023-03-23T22:57:19.000Z
3678,cirellirpo,359,359,2023-03-23T22:57:22.000Z
3679,gugacirne,418,418,2023-03-23T22:57:27.000Z
3680,omarszo,887,887 confetes,2023-03-23T22:57:27.000Z
3681,ccarlos_ferreira,414,414,2023-03-23T22:57:33.000Z
3682,lucasmarques3s,480,480,2023-03-23T22:57:36.000Z
3683,tailanleite,540,540,2023-03-23T22:57:38.000Z
3684,viniciosnune,218,218,2023-03-23T22:57:40.000Z
3685,mateusparrela,684,684,2023-03-23T22:57:42.000Z
3686,mario19jr,237,237,2023-03-23T22:57:45.000Z
3687,omaiconalmeida,851,851,2023-03-23T22:57:48.000Z
3688,arthurkolblinger,272,272,2023-03-23T22:57:50.000Z
3689,jogeiger_,249,249,2023-03-23T22:58:03.000Z
3690,diariode4caes,455,455,2023-03-23T22:58:04.000Z
3691,filipefranciss,479,479,2023-03-23T22:58:09.000Z
3692,renan_81,243,243,2023-03-23T22:58:17.000Z
3693,nathanvp,223,223,2023-03-23T22:58:21.000Z
3694,marcio.barbeiro,468,468,2023-03-23T22:58:33.000Z
3695,valtercavaco,1053,1053,2023-03-23T22:58:34.000Z
3696,ofilipe_barbosa,540,540,2023-03-23T22:58:36.000Z
3697,jp.schneiderr,704,704,2023-03-23T22:58:39.000Z
3698,gabiparanagua,204,204,2023-03-23T22:58:39.000Z
3699,andersonsferro,387,387,2023-03-23T22:58:45.000Z
3700,_lainemedeiros,385,385 confetes.,2023-03-23T22:58:47.000Z
3701,marcocandiotto28,478,478,2023-03-23T22:58:52.000Z
3702,lucasoliveira.ro,101,"Um boi ou uma ação tem parâmetros e métricas pra indicar um valor, esse pote não tem nenhum parâmetro a não ser um ""achometro"" kkkk então vai um número: 101",2023-03-23T22:58:54.000Z
3703,dannylobatto,572,572,2023-03-23T22:58:55.000Z
3704,_grigoletto_,289,289 confetes,2023-03-23T22:58:59.000Z
3705,theo_valente,210,210,2023-03-23T22:58:59.000Z
3706,eufranky,234,234,2023-03-23T22:59:00.000Z
3707,lucas_muraro_p,435,435,2023-03-23T22:59:15.000Z
3708,cordeiro.beckermotors,300,300,2023-03-23T22:59:20.000Z
3709,fernandozacheu,258,258,2023-03-23T22:59:21.000Z
3710,p.alvespaes,240,240,2023-03-23T22:59:23.000Z
3711,rafaeldgb,400,400,2023-03-23T22:59:23.000Z
3712,lucasbf97,460,460,2023-03-23T22:59:23.000Z
3713,deco.lubascher,250,250,2023-03-23T22:59:26.000Z
3714,samchrme,212,212,2023-03-23T22:59:33.000Z
3715,brunorochachaves,420,420 🎯,2023-03-23T22:59:33.000Z
3716,geraldonetogn,184,184,2023-03-23T22:59:33.000Z
3717,marcosmiranda_engcivil,289,289,2023-03-23T22:59:34.000Z
3718,joajoakl,237,237,2023-03-23T22:59:35.000Z
3719,lucas_muraro_p,540,"540, o valor do 🐂 do vídeo kkk.",2023-03-23T22:59:53.000Z
3720,ride___or___love,208,208,2023-03-23T23:00:01.000Z
3721,machado_gaabriel,247,247,2023-03-23T23:00:02.000Z
3722,lucianopr_do,250,250,2023-03-23T23:00:07.000Z
3723,adrimacf,412,412,2023-03-23T23:00:09.000Z
3724,pedrotosatt1,2345,2345,2023-03-23T23:00:18.000Z
3725,machado_gaabriel,247,247,2023-03-23T23:00:25.000Z
3726,vitoriabenedet,197,197,2023-03-23T23:00:27.000Z
3727,kevin.kerber,359,359,2023-03-23T23:00:32.000Z
3728,genilsontech,627,627,2023-03-23T23:00:41.000Z
3729,drbrunoqueirozadv,171,171,2023-03-23T23:00:41.000Z
3730,marcus_paulo_rt,521,521,2023-03-23T23:00:47.000Z
3731,jfgiba,394,394,2023-03-23T23:00:56.000Z
3732,rodrigobdlima,485,485,2023-03-23T23:00:56.000Z
3733,matheus.proen,265,265,2023-03-23T23:00:57.000Z
3734,edgardith,256,256,2023-03-23T23:00:59.000Z
3735,jezaniasoliveira,730,730,2023-03-23T23:00:59.000Z
3736,douglasg1999,317,317,2023-03-23T23:01:07.000Z
3737,beto_gama,471,471,2023-03-23T23:01:09.000Z
3738,caiopianco,520,520,2023-03-23T23:01:12.000Z
3739,olucianogarcia,550,550,2023-03-23T23:01:23.000Z
3740,eubetaalves,233,233,2023-03-23T23:01:31.000Z
3741,leoonamm,430,430,2023-03-23T23:01:31.000Z
3742,camilo.bb,532,532,2023-03-23T23:01:32.000Z
3743,adri_lessa,395,395,2023-03-23T23:01:36.000Z
3744,robertofurtadoo,632,632,2023-03-23T23:01:43.000Z
3745,aldemar.asn,526,526,2023-03-23T23:01:45.000Z
3746,sergio.falci,365,365,2023-03-23T23:02:00.000Z
3747,cam_jr,591,591,2023-03-23T23:02:08.000Z
3748,destrifabio,637,637,2023-03-23T23:02:14.000Z
3749,ghzambotto,182,182,2023-03-23T23:02:18.000Z
3750,lucasfn10,345,345,2023-03-23T23:02:21.000Z
3751,c.cesar.a,632,632 Faz o Pix mano,2023-03-23T23:02:27.000Z
3752,advheitorneves,714,714,2023-03-23T23:02:32.000Z
3753,fefesmilgat,328,328,2023-03-23T23:02:38.000Z
3754,vinibszx,495,495,2023-03-23T23:02:42.000Z
3755,predoenrique,422,422 m&m,2023-03-23T23:02:43.000Z
3756,lopesilva_renato,362,362,2023-03-23T23:02:47.000Z
3757,dsette_,482,482,2023-03-23T23:02:59.000Z
3758,mrwagn,463,463,2023-03-23T23:03:04.000Z
3759,matheustelesf,235,235,2023-03-23T23:03:35.000Z
3760,cristtiano_l0,322,322 - 🤑 manda a grana! Kkk,2023-03-23T23:03:39.000Z
3761,luizaf94,405,405,2023-03-23T23:03:39.000Z
3762,arthur_borges2,228,228,2023-03-23T23:03:43.000Z
3763,gianggarrett,382,382,2023-03-23T23:03:47.000Z
3764,thalesrpcoelho,225,225,2023-03-23T23:03:51.000Z
3765,rafagussto,240,240,2023-03-23T23:03:54.000Z
3766,fabriciomenelli,472,472,2023-03-23T23:04:14.000Z
3767,elliot.thomazini,874,874,2023-03-23T23:04:18.000Z
3768,jevangelista_bshop,100,100 unidades,2023-03-23T23:04:42.000Z
3769,rafacancian,380,380,2023-03-23T23:04:48.000Z
3770,omatheusmafra,137,137,2023-03-23T23:04:51.000Z
3771,luizfelipecab_,522,522,2023-03-23T23:04:51.000Z
3772,jonnathanbraga,777,777,2023-03-23T23:04:53.000Z
3773,renanhlz,360,360,2023-03-23T23:04:53.000Z
3774,oflavim,372,372,2023-03-23T23:04:59.000Z
3775,joao.shk,586,586,2023-03-23T23:05:06.000Z
3776,llsolta,442,442,2023-03-23T23:05:10.000Z
3777,bananera_pedro,322,322,2023-03-23T23:05:11.000Z
3778,silva_denis,171,171,2023-03-23T23:05:13.000Z
3779,memph.darius,392,392,2023-03-23T23:05:18.000Z
3780,vickto.lopes,588,588,2023-03-23T23:05:18.000Z
3781,gustavoae,837,837,2023-03-23T23:05:43.000Z
3782,alexkretschmer47,444,444,2023-03-23T23:05:50.000Z
3783,joaocneto,515,515,2023-03-23T23:05:52.000Z
3784,marinadilda,845,845,2023-03-23T23:05:55.000Z
3785,_marcos_andre,643,643,2023-03-23T23:05:59.000Z
3786,original.vinii,525,525,2023-03-23T23:06:05.000Z
3787,zesimonetti,538,538,2023-03-23T23:06:10.000Z
3788,hiagobc,469,469,2023-03-23T23:06:31.000Z
3789,denilsonsilverio,580,580,2023-03-23T23:06:33.000Z
3790,gabriel_alef9,513,513,2023-03-23T23:06:37.000Z
3791,vagner.coimbra.1986,24,Vou esperar até o dia 24 e fazer a média aqui pra ver se dá certo!!! 😎✌️,2023-03-23T23:06:37.000Z
3792,edu_fbastos,357,357,2023-03-23T23:07:00.000Z
3793,silvavarandas,1000000,1000000 ( tem q colocar meu chute na sua conta aí amigo/a) 😂😂,2023-03-23T23:07:01.000Z
3794,jumarabulha,630,630,2023-03-23T23:07:04.000Z
3795,denilsonsilverio,576,576,2023-03-23T23:07:04.000Z
3796,denilsonsilverio,590,590,2023-03-23T23:07:11.000Z
3797,denilsonsilverio,600,600,2023-03-23T23:07:17.000Z
3798,rodrigues.onofre,467,467,2023-03-23T23:07:17.000Z
3799,vict0rhc,463,463,2023-03-23T23:07:18.000Z
